date,center-count,conservative-count,progressive-count,center-total_count,conservative-total_count,progressive-total_count,center-ratio,conservative-ratio,progressive-ratio
"2019-09-15","3","18","8","8124","8544","7790","0.00036927621861152144","0.002106741573033708","0.0010269576379974327"
"2019-09-16","3","11","10","10261","12354","11719","0.00029236916479875256","0.0008903998704872916","0.0008533151292772421"
"2019-09-17","2","9","4","10676","12766","12812","0.00018733608092918696","0.0007049976500078333","0.00031220730565095225"
"2019-09-18","4","12","13","10579","12716","13132","0.0003781075716041214","0.0009436929852154766","0.0009899482180932074"
"2019-09-19","12","32","24","10683","12997","13253","0.0011232799775344005","0.0024621066399938447","0.0018109107371915793"
"2019-09-20","0","7","12","10087","11580","12594","0","0.0006044905008635578","0.0009528346831824678"
"2019-09-21","3","6","3","6731","7449","6885","0.00044569900460555636","0.0008054772452678212","0.00043572984749455336"
"2019-09-22","2","4","5","7318","7797","7420","0.00027329871549603714","0.0005130178273695011","0.0006738544474393531"
"2019-09-23","2","5","10","10411","12402","12539","0.00019210450485063874","0.0004031607805192711","0.0007975117632985087"
"2019-09-24","3","17","5","11201","13061","13841","0.00026783322917596643","0.0013015848709899702","0.0003612455747417094"
"2019-09-25","0","16","4","10786","13170","13706","0","0.0012148823082763858","0.00029184298847220193"
"2019-09-26","4","2","4","10565","13032","13496","0.0003786086133459536","0.0001534683855125844","0.0002963841138114997"
"2019-09-27","2","11","3","10185","11635","12315","0.00019636720667648503","0.0009454232917920069","0.000243605359317905"
"2019-09-28","2","1","1","6544","7596","6840","0.0003056234718826406","0.00013164823591363875","0.00014619883040935673"
"2019-09-29","2","9","8","6896","7730","6885","0.0002900232018561485","0.001164294954721863","0.0011619462599854757"
"2019-09-30","3","14","8","10110","12747","12741","0.0002967359050445104","0.001098297638660077","0.0006278941998273291"
"2019-10-01","0","4","5","10138","12852","12552","0","0.0003112356053532524","0.0003983428935627788"
"2019-10-02","11","7","11","10349","13252","13105","0.0010629046284665186","0.000528222155146393","0.0008393742846241893"
"2019-10-03","18","26","38","10329","13151","13191","0.0017426662794074934","0.0019770359668466277","0.002880752027897809"
"2019-10-04","2","24","9","9812","12122","12700","0.00020383204239706482","0.001979871308364956","0.0007086614173228347"
"2019-10-05","1","11","3","6471","8196","7412","0.00015453562046051616","0.0013421181063933627","0.00040474905558553697"
"2019-10-06","0","2","1","6231","7849","6834","0","0.00025480952987641737","0.0001463271875914545"
"2019-10-07","2","11","4","9531","14185","12313","0.00020984156961494072","0.0007754670426506873","0.0003248599041663283"
"2019-10-08","1","3","5","8820","13270","11812","0.00011337868480725624","0.0002260738507912585","0.00042329834067050457"
"2019-10-09","0","8","3","9513","14143","12444","0","0.0005656508520115958","0.00024108003857280618"
"2019-10-10","8","21","14","8962","12111","12176","0.0008926578888640928","0.0017339608620262571","0.0011498028909329829"
"2019-10-11","1","10","5","9533","12305","12422","0.0001048987726843596","0.0008126777732629012","0.0004025116728385123"
"2019-10-12","0","0","1","5997","7231","6325","0","0","0.00015810276679841898"
"2019-10-13","0","7","7","6452","7535","6471","0","0.0009289980092899801","0.001081749343223613"
"2019-10-14","2","13","5","8898","11397","10697","0.0002247696111485727","0.0011406510485215409","0.00046742077217911565"
"2019-10-15","8","31","18","11062","14193","13791","0.0007231965286566625","0.002184175297681956","0.0013051990428540352"
"2019-10-16","6","28","16","10054","13582","13363","0.0005967774020290431","0.002061552054189368","0.0011973359275611764"
"2019-10-17","0","16","7","10542","13505","13671","0","0.0011847463902258423","0.0005120327700972862"
"2019-10-18","2","24","6","9934","12070","12514","0.00020132876988121604","0.001988400994200497","0.000479463001438389"
"2019-10-19","0","5","2","6165","7621","6561","0","0.0006560818790185015","0.00030483158055174517"
"2019-10-20","0","9","5","5954","7250","6480","0","0.0012413793103448277","0.0007716049382716049"
"2019-10-21","0","20","7","9703","12442","12444","0","0.0016074586079408454","0.0005625200900032144"
"2019-10-22","0","21","6","10684","13764","12928","0","0.0015257192676547515","0.0004641089108910891"
"2019-10-23","1","13","4","10360","13319","13468","9.652509652509652e-05","0.000976049252946918","0.000297000297000297"
"2019-10-24","0","13","7","10003","13412","13368","0","0.0009692812406799881","0.000523638539796529"
"2019-10-25","1","14","2","8919","11155","11873","0.0001121201928467317","0.0012550425818018825","0.000168449423060726"
"2019-10-26","0","4","3","5546","6601","6421","0","0.0006059687926071808","0.0004672169444011836"
"2019-10-27","0","3","3","4875","6626","6113","0","0.00045276184726833685","0.000490757402257484"
"2019-10-28","0","12","2","6971","9440","9641","0","0.001271186440677966","0.00020744736023234104"
"2019-10-29","2","15","6","8206","11084","11424","0.00024372410431391665","0.0013533020570191266","0.0005252100840336134"
"2019-10-30","2","13","4","10438","13643","13200","0.00019160758766047136","0.0009528696034596496","0.00030303030303030303"
"2019-10-31","2","10","3","10139","13394","13129","0.00019725811223986585","0.000746602956547708","0.0002285017899306878"
"2019-11-01","4","25","18","9570","12100","12593","0.0004179728317659352","0.002066115702479339","0.001429365520527277"
"2019-11-02","2","16","1","6186","7457","6655","0.00032331070158422246","0.002145634973850074","0.00015026296018031557"
"2019-11-03","0","21","1","2235","3854","3581","0","0.005448884276076803","0.00027925160569673273"
"2019-11-04","1","28","8","9432","12152","12576","0.00010602205258693808","0.002304147465437788","0.0006361323155216285"
"2019-11-05","1","12","6","10025","14273","13500","9.975062344139652e-05","0.0008407482659567014","0.00044444444444444447"
"2019-11-06","2","24","15","10224","15465","13614","0.00019561815336463224","0.0015518913676042677","0.0011018069634200088"
"2019-11-07","1","35","5","9856","13851","13381","0.00010146103896103897","0.002526893365099993","0.00037366415066138555"
"2019-11-08","1","41","5","8890","12122","12574","0.0001124859392575928","0.0033822801517901335","0.0003976459360585335"
"2019-11-09","0","13","4","5784","7407","6692","0","0.001755096530309167","0.0005977286312014345"
"2019-11-10","2","8","3","5844","7357","6770","0.00034223134839151266","0.001087399755335055","0.0004431314623338257"
"2019-11-11","3","16","5","8729","11771","11375","0.00034368197960820253","0.0013592727890578541","0.00043956043956043956"
"2019-11-12","2","11","6","9352","12955","12519","0.000213857998289136","0.0008490930142802007","0.0004792715073088905"
"2019-11-13","1","10","0","8453","11924","11768","0.0001183011948420679","0.0008386447500838644","0"
"2019-11-14","1","19","5","10017","13779","13416","9.98302885095338e-05","0.0013789099354089556","0.0003726893261776983"
"2019-11-15","1","7","5","9471","12378","13143","0.00010558547143912998","0.0005655194700274681","0.00038043064749296204"
"2019-11-16","1","12","3","5824","7672","7018","0.00017170329670329672","0.0015641293013555788","0.0004274722143060701"
"2019-11-17","4","8","14","6258","7597","6789","0.0006391818472355385","0.0010530472554955903","0.0020621593754603035"
"2019-11-18","0","10","4","9683","12781","12282","0","0.0007824113919098662","0.0003256798567008631"
"2019-11-19","4","10","4","10057","13975","13189","0.0003977329223426469","0.0007155635062611807","0.00030328303889604974"
"2019-11-20","5","22","9","10256","13941","13542","0.0004875195007800312","0.0015780790474141022","0.000664599025254763"
"2019-11-21","0","14","10","9095","12731","12122","0","0.0010996779514570734","0.0008249463784853984"
"2019-11-22","4","16","8","9618","13456","12697","0.0004158868787689748","0.0011890606420927466","0.0006300700952981019"
"2019-11-23","0","1","1","6096","7586","6901","0","0.0001318217769575534","0.00014490653528474135"
"2019-11-24","0","9","8","6386","7498","7006","0","0.001200320085356095","0.0011418783899514702"
"2019-11-25","3","17","10","9494","12730","12560","0.00031598904571308195","0.001335428122545169","0.0007961783439490446"
"2019-11-26","0","17","4","9039","12856","12592","0","0.0013223397635345364","0.0003176620076238882"
"2019-11-27","0","13","3","8592","12307","12004","0","0.0010563094174047291","0.00024991669443518826"
"2019-11-28","0","3","1","6528","8862","8484","0","0.00033852403520649965","0.00011786892975011787"
"2019-11-29","0","3","5","7552","9341","9924","0","0.00032116475752060807","0.0005038291011688835"
"2019-11-30","0","4","1","2992","4049","3818","0","0.0009878982464806125","0.00026191723415400735"
"2019-12-01","0","0","1","2146","4463","3618","0","0","0.0002763957987838585"
"2019-12-02","0","7","2","9189","12821","12824","0","0.000545979252788394","0.00015595757953836556"
"2019-12-03","0","4","3","9516","13797","13031","0","0.0002899180981372762","0.00023022024403345867"
"2019-12-04","3","6","4","9395","13532","12775","0.00031931878658861094","0.0004433934377771209","0.0003131115459882583"
"2019-12-05","1","12","3","9117","13194","13041","0.00010968520346605243","0.0009095043201455207","0.00023004370830457787"
"2019-12-06","3","23","4","8242","11150","11888","0.0003639893229798593","0.0020627802690582958","0.00033647375504710633"
"2019-12-07","0","6","1","5298","6980","6267","0","0.0008595988538681948","0.00015956598053295037"
"2019-12-08","0","3","3","5756","7126","6857","0","0.0004209935447656469","0.00043750911477322444"
"2019-12-09","0","4","3","8609","12717","12299","0","0.0003145395926712275","0.00024392227010326044"
"2019-12-10","7","14","6","8756","13633","13192","0.0007994518044769301","0.0010269199735934865","0.00045482110369921165"
"2019-12-11","2","11","3","8720","13321","13154","0.00022935779816513763","0.0008257638315441783","0.00022806750798236278"
"2019-12-12","5","14","11","10058","13586","13260","0.000497116723006562","0.0010304725452671868","0.0008295625942684766"
"2019-12-13","4","15","6","9151","12171","11630","0.0004371106982843405","0.0012324377618930244","0.0005159071367153912"
"2019-12-14","0","9","1","5547","7043","6629","0","0.001277864546358086","0.0001508523155830442"
"2019-12-15","5","8","12","5703","7829","6724","0.000876731544800982","0.0010218418699706221","0.001784651992861392"
"2019-12-16","1","9","7","8274","12235","11486","0.00012086052695189751","0.0007355946056395587","0.000609437576179697"
"2019-12-17","0","14","3","9062","13121","12291","0","0.001066991845133755","0.000244081034903588"
"2019-12-18","0","6","3","9213","13560","12897","0","0.0004424778761061947","0.00023261223540358222"
"2019-12-19","3","7","5","9265","13213","12463","0.0003237992444684296","0.0005297812760160448","0.0004011875150445318"
"2019-12-20","0","7","2","8403","11274","11437","0","0.0006208976405889658","0.0001748710326134476"
"2019-12-21","0","4","2","5353","6974","6484","0","0.0005735589331803843","0.00030845157310302283"
"2019-12-22","1","8","1","5707","7052","6092","0.00017522340984755565","0.0011344299489506524","0.00016414970453053183"
"2019-12-23","1","8","3","7984","10521","10048","0.000125250501002004","0.000760383993916928","0.0002985668789808917"
"2019-12-24","1","4","3","6200","8334","7783","0.00016129032258064516","0.00047996160307175426","0.00038545547989207247"
"2019-12-25","0","0","3","4300","5719","4998","0","0","0.0006002400960384153"
"2019-12-26","2","8","2","7758","10435","8970","0.0002577984016499098","0.0007666506947771922","0.0002229654403567447"
"2019-12-27","1","1","3","6909","8882","9011","0.00014473874656245476","0.00011258725512272011","0.00033292642326045944"
"2019-12-28","0","2","1","4876","6542","5671","0","0.0003057169061449098","0.00017633574325515782"
"2019-12-29","1","2","0","5140","7138","6147","0.0001945525291828794","0.0002801905295601009","0"
"2019-12-30","1","16","8","7976","10883","9945","0.00012537612838515547","0.0014701828539924653","0.0008044243338360985"
"2019-12-31","1","11","5","8351","10911","9492","0.00011974613818704346","0.0010081569058748051","0.0005267593763168984"
